#{"t_start": 1695213136.580772, "env_id": null}
r,l,t
-15.301332,8,144.990322
-17.617449,6,145.026965
2.840405,1,145.053965
-119.786906,24,145.065965
-19.38314,6,145.16889
-30.584597,11,145.19689
-44.186601,10,145.247399
2.240355,1,145.287399
-59.607657,16,145.300399
-75.342586,18,145.384907
-58.844328,16,145.46643
-1.766252,4,145.531936
-26.770332,7,145.551936
-44.472798,13,145.593133
-52.949923,16,145.655643
-18.83226,6,145.727485
-4.529188,4,145.761484
-15.189536,7,145.783485
-4.184735,4,145.815487
-27.285512,12,145.835993
-100.733917,20,145.896993
-5.194614,5,145.979502
0.139119,1,146.000502
-31.825829,11,146.011504
0.585591,1,146.064009
0.013717,2,146.072009
-117.291849,22,146.089009
-23.768183,7,146.185518
-16.279185,7,146.222026
-33.640857,11,146.260026
-11.597473,8,146.306029
-15.208338,6,146.340551
-11.472647,8,146.374551
-0.977482,3,146.410554
-29.099634,10,146.42806
-44.121197,9,146.47406
0.044973,1,146.518063
-31.6171,12,146.52813
-5.212201,5,146.583143
-0.826653,3,146.60513
-5.09943,5,146.621638
-3.32012,4,146.644651
-14.286162,8,146.666651
-52.010039,15,146.705642
-11.668827,6,146.775147
-20.817202,10,146.803154
-21.557113,9,146.847668
-0.72152,2,146.885668
-52.705865,15,146.901669
2.996659,1,146.964465
-6.609057,6,146.969464
-6.525616,4,146.996464
-4.6809,4,147.013478
4.434983,1,147.034973
-68.17035,17,147.047974
2.008101,1,147.12148
-7.255338,4,147.13348
-13.942839,8,147.15348
1.557248,1,147.18748
-23.494508,8,147.193493
0.449607,1,147.22899
-21.662303,7,147.240989
-17.682012,7,147.273767
-13.691666,7,147.31425
-78.817342,18,147.351756
-30.83217,11,147.431264
-106.592175,21,147.485265
-56.556024,15,147.583773
-24.65392,8,147.660419
-42.015284,9,147.706421
-30.184434,12,147.744926
1.161673,1,147.793926
-22.631231,10,147.806929
-6.362656,6,147.856435
-77.564962,18,147.895435
2.926343,1,147.982942
-42.300435,9,147.989942
2.767598,1,148.038451
-5.710461,6,148.045451
-0.531316,2,148.072451
-71.04968,18,148.089452
-98.531312,20,148.179959
-49.921708,10,148.280467
-85.936041,19,148.33133
-6.335423,4,148.424826
-34.81651,10,148.445826
-3.956174,4,148.492826
-43.116608,9,148.517842
-4.075629,4,148.567371
-3.947377,4,148.587371
-31.214764,8,148.610375
-90.467038,20,148.651296
-82.374953,18,148.762565
-61.842156,11,148.848074
-48.092706,10,148.904074
-161.778385,25,148.959581
-87.636771,19,149.08409
0.762217,2,149.174597
-97.197943,20,149.190597
-31.17166,10,149.291105
-27.367795,10,149.294105
-45.940506,14,149.299105
-100.956679,21,149.306105
-21.534955,9,149.309108
-14.563922,8,149.314108
0.127547,3,149.381613
-17.32236,7,149.395613
-13.670174,7,149.434122
-55.277832,11,149.472121
-33.522947,8,149.534652
-50.052596,9,149.580652
1.26726,1,149.619657
-0.1179,2,149.627161
-5.983972,4,149.63816
0.455675,1,149.660411
-40.456814,9,149.66941
-10.632217,5,149.711176
1.486423,1,149.736681
-83.787465,19,149.753681
-1.150138,2,149.8378
-111.955094,21,149.8568
-60.007387,11,149.971492
-12.222576,6,150.026251
-156.297286,24,150.062251
-13.301633,7,150.173162
1.316374,1,150.220165
-26.126265,9,150.227414
-0.124508,2,150.288415
-11.809667,7,150.304414
-2.784771,3,150.350931
-25.320391,11,150.37293
0.623322,1,150.435441
-58.306573,16,150.449441
-16.006597,7,150.551107
-20.824687,7,150.585613
-5.016753,5,150.625124
-65.321115,16,150.653124
-63.249078,18,150.735632
0.09025,1,150.80932
-7.830612,5,150.81632
-15.731496,6,150.841825
-39.002585,9,150.872825
2.786132,1,150.915828
0.279929,1,150.918828
0.183464,2,150.925334
-31.986385,8,150.938334
-29.340293,8,150.977334
3.537977,1,151.014339
-0.690277,2,151.018338
-35.802887,9,151.0331
-0.514249,2,151.074098
-18.602129,9,151.086098
-3.956658,4,151.130607
-7.341146,5,151.150607
-44.362946,10,151.177607
3.225967,1,151.221874
-51.513096,14,151.231379
-25.31208,11,151.29738
-59.328652,15,151.349888
2.73971,1,151.412891
0.339885,1,151.418891
-41.538313,10,151.427396
-28.328255,11,151.479396
-29.301456,8,151.529152
-3.277447,5,151.569152
-101.954585,19,151.599614
-18.111028,6,151.685123
-22.311488,7,151.712126
-62.908206,11,151.742631
-6.059774,4,151.793009
-22.498807,11,151.817012
1.222282,1,151.859575
0.586903,2,151.866575
-57.386943,16,151.884575
-27.234173,7,151.95791
-89.588203,19,152.00491
-29.970903,12,152.102644
-26.333777,9,152.169917
0.133174,3,152.223339
-17.311376,8,152.246535
-22.731871,11,152.291534
-34.429973,12,152.355572
-55.324289,15,152.424515
-59.059795,15,152.505946
1.194434,1,152.57646
2.129378,1,152.585459
-96.863574,19,152.599459
1.928358,1,152.700388
2.913872,1,152.704388
-12.176676,7,152.714391
1.789584,1,152.751723
-45.353935,10,152.762724
-61.695289,16,152.825742
-11.984052,7,152.908771
-112.509,21,152.950412
-106.665846,21,153.051305
-40.917816,13,153.143678
-32.912796,11,153.20798
-78.377107,17,153.258618
-111.816572,22,153.33583
-66.305034,16,153.439786
0.424688,2,153.517118
-48.540188,13,153.530649
-4.148912,5,153.589648
2.893197,1,153.611651
0.38149,1,153.615651
-21.439029,7,153.624652
-96.34829,20,153.667318
-84.851388,18,153.762196
-8.814592,6,153.842213
-0.982905,3,153.869213
-141.344393,24,153.892213
0.697114,2,153.995097
-10.311706,5,154.0121
3.560095,1,154.032912
0.093256,1,154.038913
-34.464523,8,154.044912
-1.33154,3,154.080897
-3.311855,4,154.097342
-115.058667,21,154.124349
-10.900032,6,154.211661
-9.893005,6,154.241168
-32.062557,11,154.271601
3.611952,1,154.320284
0.297287,2,154.325788
-17.397564,6,154.340791
-0.140146,2,154.371791
-3.022738,4,154.383791
-61.637629,15,154.406224
-95.354614,19,154.476716
-8.120656,6,154.562461
-78.740942,18,154.592461
-128.225148,24,154.67597
-39.142937,9,154.783841
-118.52245,23,154.83186
0.173148,1,154.921062
2.826322,1,154.928064
-21.157474,10,154.935573
1.330199,1,154.984802
-8.344218,5,154.993801
-39.6173,9,155.018804
-26.231777,9,155.066488
-78.556376,18,155.108487
3.780875,1,155.182137
-18.367401,6,155.190136
-126.509629,23,155.225994
-9.69095,6,155.321473
-23.131258,10,155.35098
-92.899192,20,155.401449
1.107139,1,155.487871
-21.834941,7,155.495871
-41.866951,12,155.526646
-56.473204,10,155.577885
0.703274,1,155.62238
-25.658699,9,155.632888
-27.231488,11,155.673223
-3.25459,5,155.726402
-7.35651,5,155.751791
-56.909306,11,155.77979
-38.691724,13,155.83062
-16.132593,6,155.886941
-77.432763,20,155.922944
-17.018277,7,156.005162
-76.733671,17,156.03969
-118.306537,21,156.12106
-10.83169,5,156.212778
0.162179,1,156.236768
-45.420191,9,156.242768
2.420699,1,156.281262
-24.400215,8,156.288262
-2.862602,3,156.328771
-1.108577,3,156.348065
-14.414183,7,156.362065
0.725795,1,156.398575
-22.759811,7,156.404574
-26.801191,11,156.443017
-40.904074,14,156.496929
-8.014529,6,156.560985
-0.750693,2,156.588
-17.004322,10,156.600699
-22.658133,7,156.649079
-34.513758,9,156.685078
-29.893693,8,156.724513
-2.86416,5,156.767019
-41.259533,9,156.792018
-93.450221,19,156.845527
-30.874086,8,156.931035
-7.549834,5,156.969035
-64.293331,17,156.994035
-36.487686,8,157.072544
-7.533709,5,157.106544
-13.815486,6,157.128052
4.930173,1,157.152447
-128.661399,23,157.171448
-6.156866,5,157.271329
-21.878741,8,157.29933
-6.686715,4,157.339837
-106.424016,20,157.367838
-4.466226,4,157.45044
-32.775725,10,157.47044
-7.396784,6,157.515443
2.298908,1,157.544947
0.959697,1,157.547947
-11.351574,7,157.558947
-0.656167,2,157.589947
-30.769223,8,157.603947
-121.272719,21,157.648457
-24.128324,10,157.748964
-31.406622,11,157.794964
0.794159,1,157.84298
3.707197,1,157.85098
2.546236,1,157.85598
-20.4999,9,157.86498
-41.628748,14,157.908431
0.508694,1,157.96894
4.192192,1,157.97494
1.637999,1,157.977939
-35.8766,8,157.987941
0.969072,1,158.022942
-8.203502,5,158.027445
-16.091432,9,158.053448
-0.101285,3,158.090448
-53.313041,10,158.109448
-39.533418,11,158.154956
-8.807457,6,158.204956
-101.607575,22,158.245465
-5.458715,4,158.340972
-57.725099,16,158.368972
-3.267121,3,158.43848
-27.214347,10,158.46048
-13.357026,6,158.507768
-51.169548,11,158.537276
-27.581164,11,158.587276
-44.916565,9,158.642785
-8.147156,5,158.681785
-15.974745,8,158.706785
-2.85378,4,158.747294
-29.631913,8,158.770294
-32.404741,11,158.808294
-24.20869,7,158.856281
-78.331462,18,158.894281
-2.446909,3,158.973999
-15.658551,8,158.988999
1.149071,1,159.021002
-1.504351,3,159.028507
-6.895821,4,159.040507
-4.759998,4,159.061507
0.596145,2,159.079507
-37.796826,9,159.092507
-32.357566,8,159.142016
3.037719,1,159.176016
3.48833,1,159.179016
-9.177062,5,159.187016
-0.626315,3,159.208401
-43.148723,13,159.228145
-105.774596,21,159.288148
-25.113789,7,159.377656
-30.758712,9,159.412656
-21.465097,7,159.456165
0.02137,1,159.482165
-90.499168,19,159.495165
-41.775869,14,159.581674
-43.945263,10,159.643182
-0.542666,2,159.688182
0.102392,1,159.699183
-9.523174,7,159.710183
-101.98762,21,159.756584
-99.529821,19,159.859598
-24.677943,10,159.951106
-21.050156,10,160.005496
-8.32304,6,160.049005
-25.183094,10,160.082005
1.971259,1,160.131564
-30.477478,8,160.141551
0.687177,2,160.183551
-17.216565,7,160.195551
-7.074243,4,160.22906
-2.348829,4,160.24706
-23.927533,9,160.27306
0.04075,2,160.317063
-16.957303,9,160.330569
2.05259,1,160.379569
-2.911616,4,160.38859
-64.275689,16,160.416593
-3.939345,4,160.488714
-7.570082,4,160.506715
-11.539337,5,160.52822
-37.113149,12,160.552223
-131.076878,23,160.613426
-30.751728,8,160.716002
-5.299575,6,160.753047
0.289314,1,160.778048
-5.662299,6,160.784047
-22.7801,8,160.819049
-41.567724,9,160.857555
-32.955482,9,160.900555
-69.281654,16,160.944063
-0.297468,3,161.016547
3.413836,1,161.031537
-36.139199,9,161.038537
-45.273001,14,161.085537
-0.263889,2,161.153045
-11.163808,5,161.164046
-37.387113,12,161.194046
-21.993231,7,161.260657
-71.242231,18,161.301838
-37.269925,11,161.38283
-36.124224,9,161.439338
3.656342,1,161.478338
0.467394,1,161.483338
-16.4374,8,161.492339
-8.277217,5,161.529848
-86.341116,18,161.555848
-59.604352,16,161.652369
-7.825789,6,161.719371
-78.377285,18,161.750881
-30.945886,8,161.828386
-9.780787,5,161.866278
-33.027552,11,161.89728
-117.304953,21,161.958079
-12.729678,6,162.051589
-27.27482,10,162.082974
-15.782122,6,162.125977
-104.129984,20,162.157782
-2.491517,4,162.24029
-10.514566,7,162.260566
-76.60703,18,162.296009
-33.707637,12,162.386747
-159.236938,24,162.449194
-71.409387,12,162.563798
-7.954014,5,162.613835
1.406758,1,162.636348
-1.90341,3,162.639347
-1.030847,3,162.658395
-11.274092,8,162.677395
3.889463,1,162.711395
3.689521,1,162.717398
0.268755,1,162.721399
-20.287143,8,162.731909
-0.122126,2,162.77379
1.343377,2,162.78379
-80.658807,19,162.801789
-25.552382,7,162.884045
-43.273381,9,162.918048
-1.614297,3,162.959554
4.38336,1,162.975554
-62.684518,16,162.985554
-118.318048,22,163.062064
-23.275093,10,163.167573
-8.127067,5,163.212575
-17.823809,6,163.238083
-28.755169,11,163.268083
-109.591785,22,163.320456
-6.864725,5,163.415953
-26.044467,10,163.44446
4.090188,1,163.49346
-42.269144,13,163.501468
-24.221836,7,163.566067
0.368999,1,163.595067
-15.985887,7,163.603067
-18.198795,9,163.633577
-37.38901,12,163.687897
-2.613471,3,163.741898
-20.90338,9,163.757193
-32.747177,9,163.798327
-15.393208,7,163.840688
-62.81424,16,163.878318
-13.783185,8,163.945848
-11.094921,8,163.981848
-63.974486,17,164.025143
2.987386,1,164.094649
-19.47028,10,164.099157
1.602532,1,164.099157
-8.346043,7,164.101157
-1.019778,3,164.102157
-48.878377,10,164.123162
1.479097,1,164.171675
-23.089812,7,164.177675
-29.020632,11,164.215875
-2.447963,4,164.26238
2.40123,1,164.278849
-19.951434,9,164.287849
0.021287,1,164.324051
-0.744044,2,164.330555
-19.573859,10,164.344558
-14.301768,8,164.389037
3.111336,1,164.427354
4.474381,1,164.429354
-71.500119,12,164.44086
-25.994918,9,164.494245
-8.253865,7,164.536755
0.396175,2,164.568755
-17.714606,7,164.579756
-2.119287,3,164.607755
-3.513771,4,164.624089
3.782798,1,164.643598
-103.894082,21,164.657598
-15.301278,7,164.755595
0.612342,1,164.787595
-27.871492,8,164.799598
-1.078216,3,164.840107
-33.891714,11,164.857108
-66.084394,18,164.914649
0.939624,1,164.993161
-62.665718,10,165.00016
-43.732307,9,165.043669
0.299598,1,165.085668
-15.154701,8,165.091668
-0.699821,3,165.134178
0.051623,1,165.148179
-24.654408,10,165.156178
-51.514905,13,165.211178
2.022633,1,165.291692
-60.083269,15,165.302995
-63.399718,17,165.38555
-28.856039,7,165.482942
-35.164021,12,165.528943
-35.468969,8,165.5961
-19.578082,7,165.646616
-50.538812,15,165.690617
-9.789575,7,165.770128
-45.755388,14,165.808128
-17.510765,8,165.883831
-21.636132,7,165.923835
-58.691934,16,165.968707
-48.553259,9,166.042676
-2.472082,4,166.08524
0.580474,2,166.10824
-0.340042,2,166.118516
-8.009734,5,166.129516
-6.960517,5,166.15619
-46.213156,10,166.183189
-26.029276,10,166.240702
-3.226799,5,166.288701
-47.316795,15,166.323332
-11.191389,7,166.394701
-59.149357,16,166.440727
-109.773389,22,166.545888
-19.046309,6,166.668024
-23.965802,10,166.70402
-7.727454,5,166.761532
-45.833717,10,166.789533
-1.379438,5,166.841042
-107.579677,21,166.876185
-97.337837,20,166.976994
-1.363823,3,167.059793
-36.069845,12,167.082987
-6.605967,5,167.144834
-69.547182,17,167.173833
-22.978353,8,167.257499
-67.758496,19,167.306499
-11.810425,7,167.39501
-41.379676,14,167.434524
-9.101343,6,167.507523
-39.912706,13,167.55004
-19.392798,6,167.613038
-8.883482,6,167.645552
-39.72992,13,167.678492
-34.662153,9,167.751229
-142.306764,24,167.803229
2.499141,1,167.908739
-5.163031,4,167.918741
-32.717987,10,167.941796
-3.662559,5,167.988796
-8.095817,5,168.010796
-1.368869,3,168.036305
-29.476572,10,168.053305
-56.384728,11,168.104814
-52.395778,12,168.161047
1.235855,1,168.215098
-58.932242,15,168.226103
-0.895006,2,168.29161
-32.801584,8,168.308609
3.723848,1,168.341117
-3.836578,5,168.349118
-5.647069,5,168.373119
-43.033629,10,168.401118
1.176008,1,168.447627
-85.059241,19,168.462627
-39.933856,12,168.55541
-1.479266,4,168.60841
-3.429844,4,168.629413
0.095253,1,168.647435
-64.601023,17,168.661435
-62.319136,16,168.746041
-109.459794,20,168.832605
-27.760891,8,168.930992
-13.152108,7,168.969745
-2.96289,4,169.010745
-104.04445,21,169.048259
-2.879917,3,169.167768
-33.788473,8,169.189769
3.716607,1,169.234885
-38.785391,12,169.243886
-2.680404,4,169.304147
-13.295439,7,169.328151
-2.120163,3,169.365659
0.617343,1,169.378659
-32.806008,11,169.39066
-18.536843,9,169.445169
-16.803916,6,169.489169
-26.076106,11,169.520725
-73.159921,18,169.578273
2.640912,1,169.658906
-26.449758,7,169.667906
-2.55632,4,169.701415
-9.082311,6,169.723419
3.930001,1,169.751178
-37.192202,13,169.762178
-69.559895,17,169.822489
0.868706,1,169.897658
-19.950912,10,169.904657
-24.094927,10,169.954166
-0.293952,2,169.995166
-28.450058,10,170.010166
-17.630671,7,170.053676
-11.005379,5,170.085676
-90.252061,20,170.114056
2.78053,1,170.202566
-115.780337,22,170.216566
-78.822465,18,170.310074
-30.464562,10,170.386582
-0.120411,3,170.432588
-45.849338,14,170.449093
-0.786448,2,170.506093
-51.854877,11,170.519093
-23.683919,10,170.572116
-18.014162,8,170.619116
-64.310634,16,170.659624
-5.40269,4,170.725227
-22.158179,9,170.750832
-23.400508,9,170.796832
-47.998971,14,170.83962
-20.514621,8,170.899549
-51.822863,15,170.943588
-17.909191,8,171.006849
-33.093261,11,171.044358
-23.918747,10,171.092358
-17.041438,6,171.137867
0.673847,1,171.162866
-113.952386,22,171.175892
-36.787174,13,171.271401
-56.115194,16,171.335909
2.122221,1,171.400909
1.884246,1,171.403909
-20.646447,8,171.412909
-20.85712,7,171.453418
-37.344829,12,171.485643
-10.854904,5,171.535148
-12.978703,6,171.560151
-0.439351,3,171.587151
3.847089,1,171.599152
-2.641644,4,171.607151
-5.670555,4,171.625154
-10.088964,7,171.64523
-14.703669,6,171.67523
1.226921,1,171.70123
1.010947,1,171.70723
-37.847038,8,171.714231
3.343527,1,171.749741
-28.351908,8,171.758739
-39.327077,10,171.79574
-9.763315,7,171.842247
-24.001628,10,171.874595
-104.646684,20,171.923598
-0.716959,2,172.004431
-42.320242,14,172.020805
-14.462311,8,172.08431
-76.332914,18,172.122821
-6.069061,5,172.202326
0.83681,2,172.228329
-41.680811,13,172.242836
-13.431754,5,172.299166
-113.190612,20,172.328182
-6.147836,4,172.414675
-75.065663,12,172.435182
-27.104832,9,172.487185
-13.855146,8,172.528187
-10.141951,5,172.565693
-6.391531,6,172.591693
-144.527058,24,172.624696
0.992079,2,172.723203
-13.879422,7,172.736693
-36.531504,9,172.769693
-13.213831,6,172.809934
-12.79939,8,172.836684
-30.695721,11,172.876671
-134.926888,23,172.933674
-25.347446,9,173.032182
-0.809013,2,173.067688
-6.06959,5,173.078687
-1.218045,3,173.102687
-18.124746,7,173.117687
-9.044215,5,173.150196
-6.083331,4,173.176196
-0.080929,2,173.193196
-6.606314,4,173.204196
-17.03136,6,173.223198
-47.1506,11,173.256705
3.588447,1,173.303705
3.468744,1,173.307705
-18.27083,7,173.315877
-0.672092,2,173.344387
-14.9166,7,173.356387
-6.63672,5,173.390387
-71.430292,17,173.415387
0.154118,2,173.490896
3.48073,1,173.499896
-67.141214,11,173.506896
-74.711297,18,173.560405
-107.870687,21,173.645915
-30.696138,12,173.743424
-70.980705,16,173.799424
-31.222589,11,173.867627
-27.47674,7,173.919627
-6.854774,5,173.948136
-70.35987,17,173.977137
-67.048673,16,174.051644
-53.359508,15,174.124647
-21.098848,10,174.191152
-20.508238,7,174.234587
-3.066894,3,174.261093
-23.359488,9,174.281093
-2.269371,3,174.324098
-28.646108,7,174.34061
-42.001107,9,174.370601
-7.502578,6,174.417602
-8.463257,6,174.443954
-76.588401,18,174.476059
-5.712725,7,174.550579
-4.058041,3,174.583566
-2.049301,3,174.606567
-2.069632,3,174.619566
-12.440086,6,174.636074
1.600158,1,174.662077
-1.103882,3,174.669077
-94.664449,20,174.693077
0.203858,1,174.777584
1.663947,1,174.782584
-9.73544,5,174.792584
-75.737019,18,174.823092
-18.034335,7,174.899598
-40.769471,9,174.9356
-16.658945,6,174.974107
-52.236799,11,175.004553
-32.228631,12,175.054794
-1.996088,3,175.107794
0.728677,1,175.119794
-28.848305,7,175.127797
-0.466415,3,175.156303
-61.831405,15,175.176303
-2.881811,4,175.239812
-16.366948,8,175.260811
-2.764657,4,175.295811
-0.265336,2,175.315813
-127.222035,24,175.33732
1.808708,1,175.444828
-12.87473,7,175.456828
4.05051,1,175.487828
-5.582256,5,175.496829
-123.824862,22,175.52383
-3.259835,4,175.618607
-16.021228,8,175.640116
0.58684,1,175.674115
-15.827776,6,175.685116
-5.080459,4,175.712116
-7.157699,5,175.732119
-2.122181,4,175.754625
-28.076078,10,175.777832
-0.419719,3,175.827837
-0.22269,2,175.849341
-23.028615,9,175.865341
-12.947222,5,175.91034
4.242755,1,175.931808
-60.770024,16,175.945312
2.450237,1,176.017039
-15.785455,6,176.025043
0.408607,1,176.049547
-7.738508,5,176.056547
-3.993889,3,176.08077
-87.768131,19,176.100774
1.222265,1,176.185602
-71.73336,17,176.200602
-2.639213,4,176.279271
-28.984345,10,176.30627
-47.615251,15,176.35978
-8.593546,5,176.428292
-77.57978,18,176.463799
-5.652462,4,176.548979
-23.80879,7,176.567979
-14.237094,6,176.600438
1.315478,1,176.625439
-16.662379,9,176.635439
-22.137373,9,176.681944
-77.06363,18,176.730459
-15.161398,6,176.808634
-0.56751,2,176.832656
-32.256371,8,176.844162
-16.510131,7,176.884162
-13.116424,8,176.914335
-19.149204,7,176.949877
-18.673708,10,176.981878
-7.636483,5,177.032856
0.706941,1,177.053385
-52.43953,15,177.065385
-3.311351,4,177.126231
-0.618833,3,177.144737
-0.328287,3,177.166737
-36.545849,9,177.181738
-12.630583,6,177.22421
-36.341342,10,177.262233
4.480637,1,177.307739
-36.372154,8,177.31374
0.081983,2,177.347246
0.083155,1,177.356247
-113.609552,23,177.376034
4.156399,1,177.467417
-56.018163,10,177.476417
-0.702759,2,177.5212
-14.555529,8,177.533203
-2.699147,4,177.56711
-26.356112,7,177.58911
-23.191271,10,177.62211
-22.754823,9,177.669618
-52.185062,10,177.715618
2.344079,1,177.758128
-91.13909,18,177.771128
-33.200805,11,177.855531
-0.988353,3,177.905982
-38.549335,13,177.921982
-10.089871,6,177.983012
-28.379252,8,178.009012
-122.288032,22,178.059519
-17.655937,6,178.153376
-16.521532,7,178.183376
-46.635463,13,178.217376
-50.346253,10,178.277241
1.846785,1,178.316763
-41.114668,14,178.324765
1.336402,1,178.392278
-136.207841,23,178.409278
0.559368,1,178.504678
-65.742319,17,178.520678
-26.651526,7,178.59459
-16.636095,9,178.627593
-1.353003,3,178.668606
-6.454522,6,178.685606
-10.944433,5,178.712606
1.51213,1,178.732005
-15.354679,6,178.740999
-87.03414,18,178.780497
-69.737169,16,178.789496
-53.016493,15,178.796497
-57.01911,16,178.802496
-23.958931,7,178.805496
-4.445301,5,178.809503
2.640554,1,178.897312
0.038074,2,178.904315
-42.339773,13,178.917315
-17.167594,9,178.979211
-50.788528,10,179.024115
-19.250198,8,179.0725
2.988347,1,179.1045
2.430406,1,179.1095
3.435067,1,179.115501
-53.30753,15,179.125504
-136.702605,22,179.201157
-28.486627,10,179.301408
-0.0621,3,179.344916
0.890752,1,179.355919
0.917335,1,179.361916
-0.778681,2,179.365917
-13.356565,7,179.377916
-20.678254,7,179.415148
-18.786782,6,179.447658
-53.117972,15,179.484694
-80.340922,17,179.554228
2.891674,1,179.621427
0.129115,1,179.627429
-103.976846,20,179.638884
-26.782855,9,179.730655
-27.00534,8,179.769246
-23.540056,7,179.805247
-21.837915,8,179.838761
-11.226911,6,179.876331
-12.95389,6,179.904331
-63.171224,16,179.937838
-1.363573,4,180.01563
-10.774718,6,180.034634
-43.228365,10,180.067454
3.705145,1,180.107959
-79.628765,17,180.120959
-27.753004,10,180.195454
-133.677337,23,180.246978
-47.426783,10,180.342486
-48.060863,14,180.401486
-28.298967,12,180.466996
-5.119798,6,180.517997
-66.437472,17,180.547507
-8.375755,5,180.621915
1.643003,1,180.643933
-15.225934,6,180.648933
-32.983281,12,180.682933
-24.991404,11,180.739444
1.75899,1,180.78857
-0.495983,2,180.79257
-10.648315,5,180.802569
-4.782587,4,180.827747
-79.271082,18,180.852759
-9.076689,5,180.932764
-17.646584,6,180.953349
2.508681,1,180.984513
1.939601,1,180.991513
-52.158951,10,180.998589
-23.253842,10,181.044332
1.759833,1,181.086348
-7.959615,5,181.094348
-58.672483,16,181.12435
-9.502341,5,181.202856
-33.408635,12,181.239365
-2.42137,3,181.292771
0.253531,2,181.30677
1.043169,1,181.315771
-1.280864,3,181.324775
-12.427003,6,181.338282
-3.031859,4,181.365286
0.40689,2,181.382635
-0.47291,3,181.393635
2.319501,1,181.407635
-18.709942,8,181.413637
-18.473017,6,181.450348
-58.279989,15,181.486965
1.814588,1,181.554517
1.043443,1,181.557517
-109.626978,21,181.576867
1.31233,1,181.665397
-59.259529,11,181.675397
-14.295659,8,181.720397
-35.256162,8,181.757409
0.587106,2,181.79341
-33.130618,8,181.805409
-32.289752,9,181.849348
-19.227603,10,181.897075
-2.801522,4,181.946587
-27.150519,8,181.971587
-23.846321,10,182.011157
-1.122824,2,182.055893
0.534792,1,182.068314
-87.001537,19,182.080315
-30.075197,8,182.168303
-74.738184,17,182.207358
-14.77837,9,182.282868
-110.130839,21,182.330872
-27.819918,8,182.417243
-70.585939,18,182.455751
-4.455244,4,182.537961
-0.24229,2,182.555467
-139.028003,23,182.572467
-60.388484,15,182.671944
-43.69305,14,182.740971
-116.804939,21,182.805351
2.245896,1,182.894376
-39.389384,13,182.902376
-20.309581,9,182.964261
-65.486699,16,183.00426
-14.681935,6,183.069781
-24.964622,7,183.097768
1.978997,1,183.131773
-33.596594,8,183.139789
-72.969229,18,183.18179
-65.963355,17,183.264768
-15.292725,8,183.345718
3.227485,1,183.381718
-5.526709,4,183.386718
2.169879,1,183.403104
-48.459179,15,183.419104
-100.514052,20,183.493418
-3.881547,4,183.580328
-49.153105,10,183.600328
-0.149277,3,183.652302
-1.759064,4,183.668302
0.789601,2,183.685301
-35.961095,8,183.699302
-0.913553,3,183.73881
-26.41184,10,183.75881
-108.887052,22,183.80812
-6.933325,5,183.900629
-30.429207,10,183.928632
-55.262242,14,183.97595
3.517705,1,184.036952
1.736073,1,184.040458
-54.006509,10,184.056458
-24.437166,9,184.105458
-26.667544,7,184.144968
-38.636225,13,184.180969
-22.754291,8,184.240476
-93.090633,20,184.281476
-49.540155,11,184.368984
-44.584241,9,184.420984
-27.097821,7,184.462493
-53.436833,14,184.499493
-90.521698,18,184.566346
-38.855691,9,184.644471
-8.182135,5,184.683471
-15.042905,6,184.709471
-26.058122,11,184.73998
3.014468,1,184.78698
-0.094333,2,184.79398
-8.485872,6,184.80598
0.224588,2,184.832983
0.500701,1,184.841488
-15.173443,8,184.849488
-15.25653,6,184.888488
-3.6482,4,184.914488
-48.619539,14,184.936491
1.760991,1,185.002001
-8.58128,8,185.011001
1.733256,1,185.046509
-55.76757,14,185.054509
0.36361,1,185.11477
2.697326,1,185.12177
-19.879224,8,185.127772
0.311072,2,185.161278
-1.715864,3,185.174278
-56.785148,14,185.195278
-40.673476,12,185.258266
0.176679,2,185.306682
-40.365953,9,185.319681
-0.626237,3,185.357931
-33.426518,12,185.37693
-7.632175,4,185.426433
-17.332782,6,185.445938
-21.384017,7,185.474938
-6.202799,5,185.504938
3.917336,1,185.528941
-2.900443,4,185.533941
-28.947892,8,185.555447
-5.086582,5,185.592447
-22.778023,7,185.616448
-3.570602,4,185.646955
-48.699682,14,185.669955
-55.067482,10,185.733957
1.819601,1,185.774463
-4.843109,4,185.782463
-16.290358,6,185.802562
-3.342052,4,185.828971
-8.875741,7,185.850351
-93.489089,18,185.890351
-54.211039,10,185.970859
1.90506,1,186.009859
-6.34786,5,186.017859
-51.298453,13,186.044368
-28.203496,11,186.107368
-34.487632,9,186.159876
-18.663697,7,186.208876
0.635462,2,186.244385
-26.6612,8,186.259386
-4.203621,4,186.29372
-46.525839,10,186.313734
-34.423926,8,186.361229
-17.777356,8,186.400229
-50.23099,11,186.437231
0.563483,1,186.483971
-18.700708,9,186.493971
-24.619897,11,186.540479
-48.602374,13,186.591481
-9.473836,6,186.646989
3.159357,1,186.673989
-5.547437,4,186.678989
-11.630147,6,186.699989
-26.898584,9,186.727992
-45.028605,10,186.773498
-20.741666,8,186.82209
-7.729826,6,186.857598
-8.412409,6,186.884598
-43.713927,10,186.919598
-0.467639,2,186.966106
-15.409863,7,186.978106
-58.900041,15,187.010344
-75.461786,17,187.082853
-0.402981,2,187.151361
-17.575548,8,187.16236
-49.452201,10,187.19936
-1.105508,4,187.244869
-37.879684,10,187.265869
-107.225687,20,187.311869
-47.85932,14,187.398377
-62.158905,16,187.466105
-12.108624,5,187.534108
