#{"t_start": 1695213136.580772, "env_id": null}
r,l,t
-17.277647,6,423.631323
-7.796757,5,423.665834
-0.870544,3,423.693834
-13.243019,6,423.719834
-74.25129,18,423.762342
-96.725099,19,423.85785
4.17729,1,423.951853
-95.626004,20,423.966359
-0.386416,3,424.063867
0.018619,1,424.078867
-23.516237,9,424.090867
-15.546696,7,424.132868
-54.127602,14,424.179114
-38.052944,9,424.259047
-16.437065,6,424.303047
-40.757768,13,424.339048
-29.1951,9,424.399573
-14.579091,6,424.445594
-23.2554,10,424.478182
-24.171512,7,424.524181
-7.574894,7,424.559688
-0.494942,2,424.59369
-4.87948,5,424.604689
-93.486604,19,424.63969
-36.93115,12,424.736197
-8.876102,6,424.798705
-71.553296,12,424.828706
-30.145953,8,424.884219
-91.106262,20,424.927219
-33.755105,8,425.03425
-108.685264,20,425.080797
0.682396,2,425.177306
-52.305896,16,425.192306
-88.69801,19,425.268813
0.840651,2,425.348816
-26.263824,10,425.362322
-51.01411,15,425.412322
-110.275085,21,425.48583
-23.446751,9,425.576844
-61.328539,16,425.618296
-65.462627,16,425.694302
-4.579398,5,425.77606
-6.00768,4,425.799059
-39.837995,9,425.82006
-9.271233,5,425.863568
2.63233,1,425.889568
4.836376,1,425.893569
3.217828,1,425.899568
1.372252,1,425.902568
0.105163,1,425.909568
-7.898933,5,425.915568
-18.210669,9,425.941572
-60.536131,16,425.990077
-35.788231,9,426.060992
-12.225331,6,426.106992
0.916065,1,426.132992
-38.496818,9,426.138992
-55.406562,15,426.193501
0.132102,2,426.25699
0.766516,1,426.266989
-21.902326,9,426.27799
-9.473206,5,426.321345
-111.27741,21,426.351616
-10.253125,5,426.445352
-10.764411,7,426.472857
0.143164,2,426.504857
1.14416,2,426.514857
-115.881419,22,426.533857
-14.115085,6,426.635683
-49.335278,9,426.666191
3.099954,1,426.70763
0.580832,1,426.710631
0.217898,1,426.718643
-13.245072,6,426.724632
-14.804462,6,426.751656
-44.937506,10,426.784165
-29.899216,11,426.832165
-7.998572,4,426.887674
-91.188013,20,426.912127
-29.163521,8,426.999127
-14.469692,6,427.041127
-34.149153,12,427.078639
0.824794,1,427.130637
-31.376291,8,427.136637
-10.98094,5,427.173153
0.637105,1,427.197154
-24.155807,9,427.204153
-96.260484,18,427.253156
-57.12165,14,427.344696
-0.018222,2,427.412348
-7.64559,5,427.423345
-28.1945,7,427.445348
-7.950234,6,427.477854
-55.989711,12,427.507854
-83.542044,18,427.567368
-3.129082,4,427.643371
-20.573482,8,427.663877
-76.872426,16,427.708877
-37.320992,11,427.78188
-9.741634,5,427.82988
-13.707729,7,427.854882
0.038427,1,427.887388
3.76735,1,427.893388
-12.747892,6,427.903389
-20.880869,9,427.934387
3.481977,1,427.975915
2.839264,1,427.981916
1.223978,1,427.989917
-4.845038,4,427.995916
-27.033142,11,428.022189
-62.760177,17,428.080101
-3.678023,5,428.151104
0.569067,1,428.173609
-9.271043,7,428.181609
-23.427442,10,428.217609
-7.448139,5,428.262136
-58.716016,16,428.288135
-51.666294,14,428.364642
-14.403783,8,428.426643
-35.055578,12,428.462152
-35.31203,12,428.516151
-7.551334,6,428.569701
-6.020333,4,428.596725
-107.369041,21,428.621033
0.061924,1,428.711541
-1.569537,3,428.717541
-3.551492,4,428.732541
-28.781092,8,428.753543
-32.536755,8,428.794105
-1.996524,4,428.829941
-2.167588,4,428.847942
-23.889197,8,428.868448
-30.921931,11,428.905956
-26.488352,7,428.954959
-7.187674,4,428.987464
-35.585496,8,429.006497
-3.26372,4,429.039497
-23.489482,7,429.061006
-141.735975,23,429.099006
-7.891829,4,429.198402
-61.243245,16,429.221403
1.405784,1,429.295911
-10.404215,5,429.300911
0.484585,1,429.323911
-21.550916,7,429.329911
-33.684756,9,429.370421
-20.335934,9,429.412859
-55.276027,14,429.45647
-15.488028,7,429.521472
-10.580097,5,429.554475
-122.184247,21,429.586586
-13.969761,6,429.672109
-146.651499,24,429.707108
-35.625148,9,429.813492
-72.720213,17,429.858021
-68.729276,16,429.933021
-42.315835,9,430.001529
0.136623,1,430.050533
-0.73738,3,430.055532
-29.109077,8,430.073004
-32.158584,8,430.109759
-14.5166,7,430.150023
-0.034503,2,430.178777
-3.43585,4,430.188776
-2.024749,4,430.206776
-2.562103,4,430.228777
-44.626779,13,430.253779
0.059018,3,430.312108
-19.351787,7,430.326098
-20.751717,7,430.360761
1.283699,1,430.390761
-67.330162,11,430.400761
1.313176,1,430.45027
-30.54173,8,430.464778
-2.303271,3,430.506778
-56.472799,16,430.523778
-155.411122,25,430.599288
-136.730646,23,430.718797
-10.91257,8,430.820547
-22.036299,9,430.859055
-31.291821,8,430.902055
-2.788071,3,430.941055
-49.620811,13,430.960565
-37.822217,12,431.021564
-50.04666,15,431.075867
-43.814534,13,431.151278
-106.475856,21,431.219129
-22.413253,7,431.312655
-118.483837,21,431.354657
-7.085452,5,431.455165
-130.68586,22,431.490672
1.362323,1,431.58918
0.403066,2,431.59518
-32.148628,8,431.60818
-0.795962,2,431.651182
-22.449521,7,431.662689
-0.556304,2,431.696689
-43.108102,13,431.711689
-24.93672,7,431.771705
-17.879274,6,431.804214
-15.682374,7,431.83244
0.594174,1,431.872949
-25.758097,7,431.88495
-44.340966,9,431.917451
-33.425674,8,431.96196
2.57243,1,431.99996
3.557156,1,432.00496
0.135279,1,432.013961
-38.533952,9,432.01996
-62.884024,17,432.07047
0.406344,1,432.144473
-7.018804,5,432.152472
-12.270257,5,432.173487
2.896841,1,432.197488
-27.177506,7,432.203487
-24.999479,11,432.242851
-67.853864,17,432.293128
4.093346,1,432.383175
-3.680217,4,432.388177
-36.756388,9,432.409175
-72.366926,18,432.462193
-36.507485,11,432.554317
-25.071896,7,432.608867
-93.150671,19,432.616867
-9.897218,6,432.618867
-7.697491,4,432.619867
-96.584185,19,432.627867
-28.668244,11,432.631867
-0.453699,2,432.67102
0.980138,2,432.682189
0.140133,1,432.692189
-35.211438,9,432.698513
-36.278879,13,432.745578
3.124411,1,432.807082
-14.258277,7,432.816082
-21.819249,8,432.854139
-1.50043,3,432.890725
-33.564258,8,432.908725
-27.597738,9,432.947445
0.477407,1,432.984571
-105.893063,22,432.998579
-23.133191,10,433.098081
-67.704516,16,433.147421
-8.431412,5,433.217934
1.262798,1,433.237934
-58.977135,16,433.249937
0.677275,1,433.322442
-56.728456,15,433.33167
3.551505,1,433.403703
-27.82306,8,433.409703
0.980431,1,433.443703
-10.499426,6,433.452707
-19.802444,7,433.491219
-17.241252,7,433.531219
-26.058632,8,433.586122
-34.737374,10,433.631373
-99.189175,20,433.687869
-32.085843,9,433.804564
-49.300763,14,433.857569
-63.081494,15,433.941123
-84.586113,17,434.039006
-59.824894,16,434.126622
-10.463831,6,434.210803
-27.408757,7,434.240946
0.368829,2,434.271408
-0.143248,2,434.280408
-2.205234,4,434.291411
-27.942475,8,434.31288
0.417481,2,434.349881
-131.680292,23,434.367388
-0.698577,2,434.464735
-19.074588,7,434.476735
2.285031,1,434.510735
-16.739301,7,434.516735
-120.498182,23,434.563306
-13.562047,6,434.662859
1.632403,1,434.689863
-113.101173,21,434.706853
-90.574423,20,434.807364
-15.591885,7,434.897945
4.261913,1,434.929946
0.846142,1,434.933945
-25.649454,8,434.943945
-15.148133,6,434.983454
-151.084029,23,435.021454
-8.780787,5,435.118961
-6.1541,5,435.144964
-19.219453,7,435.171469
-55.770275,10,435.211864
-79.604137,19,435.25937
-12.924198,6,435.345376
-8.80735,5,435.373881
-50.933084,13,435.401881
-2.367455,3,435.469886
-30.089195,11,435.491887
-34.559386,8,435.55089
-34.725345,8,435.591494
-58.449466,15,435.638995
-40.675348,12,435.754557
1.526441,1,435.820064
-34.88171,13,435.832064
0.474801,2,435.916125
-84.923566,19,435.940125
-9.574995,6,436.047249
0.578118,1,436.083685
-0.705717,3,436.094685
-117.783862,23,436.121686
-2.101689,4,436.2492
-51.445498,15,436.277477
-31.582495,8,436.364308
-55.759128,15,436.413418
-13.924399,6,436.497626
-101.601557,20,436.531364
-9.339737,6,436.625666
-2.705149,3,436.65767
-146.987174,24,436.681175
-4.884932,5,436.789685
-10.546617,7,436.819686
0.714949,1,436.851688
-36.851949,8,436.861195
-31.118999,9,436.909122
-36.231489,8,436.962419
-59.514188,15,437.012955
-21.165368,9,437.086551
-2.199646,3,437.130635
1.357531,1,437.151975
3.422621,1,437.157975
-58.718234,16,437.176481
-89.664078,18,437.261323
1.221769,1,437.345251
-110.707801,22,437.360693
3.174714,1,437.467167
-19.313344,8,437.476324
-1.056425,3,437.516137
-63.386336,16,437.541138
-17.346322,10,437.619408
1.842243,1,437.670941
-77.370379,18,437.684941
0.900255,1,437.777027
-8.215457,5,437.782028
-83.362988,18,437.813027
-82.1105,18,437.903251
1.562148,1,437.994985
-0.894242,3,437.999323
-1.242712,2,438.018792
0.577026,1,438.027792
-8.715926,5,438.033879
-20.819743,8,438.069388
2.314106,1,438.10998
-14.745009,6,438.115908
-73.59316,16,438.158398
-4.785045,5,438.23853
-29.160306,10,438.270927
-2.691829,3,438.318398
-1.034394,2,438.336398
-29.799838,8,438.349402
-45.33533,13,438.391989
-64.316447,15,438.455992
-45.540848,9,438.524738
1.24663,1,438.572247
-19.341239,8,438.578249
-11.19525,8,438.617247
-124.298781,22,438.669077
-2.208265,3,438.765435
-16.767902,7,438.783669
-32.398441,8,438.816669
-36.453998,13,438.861176
-56.91989,10,438.928808
-7.018394,5,438.975461
-31.10616,10,438.998462
-5.279641,5,439.049466
-0.821307,2,439.077718
-148.744162,24,439.095719
-45.598368,13,439.217736
-28.801167,8,439.277161
2.436544,1,439.311162
-3.716963,4,439.322161
-6.191932,5,439.345163
-1.921058,3,439.369179
-60.721878,11,439.389688
-88.564932,20,439.444711
-16.654466,7,439.539761
-57.184756,16,439.588272
-16.630767,6,439.666244
-12.398212,5,439.696244
-3.910552,4,439.718507
0.130579,2,439.741507
-133.672383,23,439.764016
-94.92803,18,439.875875
-26.651734,7,439.957879
-3.590074,3,440.004454
4.463135,1,440.02065
-0.57704,2,440.02365
-90.906857,20,440.04065
1.741024,1,440.153163
-107.185272,22,440.169672
-19.173635,9,440.277628
-140.526739,24,440.343109
-23.65296,10,440.461107
-5.555789,4,440.511614
-61.533299,17,440.536614
-10.914904,7,440.613146
2.441625,1,440.643619
-63.159712,16,440.656128
-0.209089,2,440.72864
-77.584007,17,440.745127
-1.202657,4,440.819879
-14.292381,8,440.842879
1.629413,1,440.889349
-37.514537,9,440.903349
-35.638743,9,440.949356
-6.860201,5,440.996377
3.888427,1,441.019386
-25.542148,9,441.028388
0.941173,1,441.066452
-61.002952,16,441.079452
-15.948553,8,441.157452
-15.68465,7,441.20096
-31.333586,12,441.23596
2.89862,1,441.298757
-100.439756,20,441.311757
-13.274241,8,441.401775
0.138641,1,441.442015
-2.894603,4,441.44741
-91.714653,20,441.480919
0.751101,1,441.574428
-49.007915,13,441.590428
-8.937368,6,441.65443
1.927596,1,441.679937
-59.820349,11,441.689936
-26.865932,9,441.750961
-22.253188,8,441.793974
-11.023215,6,441.830704
-35.141908,10,441.870213
-35.308178,8,441.922639
-79.958576,17,441.96692
-27.240166,11,442.040907
0.402536,1,442.091213
0.538241,1,442.095214
0.76366,1,442.102213
-14.129546,7,442.108213
-37.019955,8,442.143582
-1.742838,3,442.188093
-64.469465,17,442.208334
-189.498609,27,442.31689
-14.300213,6,442.455144
-0.362016,3,442.48765
-8.42226,6,442.507651
-18.215162,7,442.53727
-48.081398,13,442.572778
2.47996,1,442.640217
-0.250067,2,442.645217
1.854992,1,442.65822
-18.083992,6,442.667727
-29.240177,12,442.705727
-46.08259,10,442.774491
-7.04404,6,442.824493
-2.843663,4,442.854494
-5.92719,4,442.877
0.732861,1,442.895001
-74.972108,17,442.907
-12.074081,8,442.98829
-13.578909,8,443.03566
0.136623,2,443.075168
0.569716,1,443.087168
-32.170712,8,443.097168
-146.670063,24,443.142168
1.542,1,443.251679
-2.969768,4,443.259679
-3.293127,4,443.283185
-33.924507,8,443.311185
-32.527,8,443.354347
-0.423522,3,443.387853
-59.610522,16,443.405853
-17.933141,7,443.486362
-2.540075,3,443.521361
-2.079215,3,443.535362
-30.080196,10,443.552364
-25.155995,8,443.604871
-1.921578,3,443.641871
-0.434887,3,443.653874
-30.990162,11,443.67238
-0.728177,3,443.725644
-54.941713,10,443.745644
-19.043756,6,443.789153
-7.207645,4,443.815153
-17.334862,6,443.834153
2.822755,1,443.863475
-37.920968,8,443.87298
2.07673,1,443.91498
0.682247,1,443.92198
-30.633955,9,443.928981
-69.050051,16,443.977508
-33.233642,8,444.05451
-16.405925,8,444.092019
-62.826449,12,444.131525
-86.780862,20,444.199033
3.373704,1,444.292238
-24.463064,9,444.299237
-0.938146,2,444.343237
1.635427,1,444.352318
-43.327353,12,444.360318
-18.432116,8,444.425825
-95.879626,19,444.466333
-2.297809,4,444.556335
3.06325,1,444.575842
-8.25844,6,444.581841
-10.233938,6,444.612843
-31.798194,9,444.645842
-23.759518,7,444.698349
2.548689,1,444.733349
-20.019813,6,444.741349
-2.796512,4,444.770859
0.855746,1,444.793859
-1.837994,3,444.801313
-17.528143,6,444.81951
-20.397053,7,444.848509
-20.007452,8,444.883017
-18.517149,7,444.926477
-104.982919,19,444.969986
-0.75577,2,445.061989
0.324883,1,445.076494
-98.277619,21,445.091495
-12.00255,7,445.186547
-3.285863,3,445.219788
-18.991311,6,445.232788
0.791461,1,445.261791
-7.2953,5,445.273298
-77.813063,17,445.302297
-31.003018,8,445.380806
-54.654695,11,445.422806
0.066465,1,445.469897
-4.96893,5,445.477897
3.423684,1,445.503897
-1.091963,3,445.511899
-8.521978,5,445.525897
-13.640867,6,445.552408
-101.344865,20,445.586913
-57.835759,15,445.681444
-18.742259,7,445.744445
-13.651856,8,445.777459
-1.002856,2,445.810459
-10.183763,5,445.820459
-24.162579,8,445.84546
3.246999,1,445.881967
-57.592582,16,445.892967
1.495546,1,445.96197
0.922078,1,445.96597
-12.270616,5,445.973476
2.226853,1,445.992476
-0.53169,2,446.000489
-72.108815,11,446.015476
-58.727291,11,446.066984
-27.407245,8,446.117984
-4.443655,4,446.163991
-5.923358,5,446.182498
-8.522673,5,446.203498
-22.97863,9,446.228498
-0.385459,2,446.266006
-13.339337,5,446.277009
-2.226161,3,446.301009
-0.62383,3,446.313009
-6.158575,6,446.331009
-11.31339,7,446.361012
-5.908856,4,446.390518
-36.568821,13,446.412025
-25.38849,9,446.478538
3.179473,1,446.514536
-36.95465,9,446.523537
-98.171335,19,446.566041
-30.801388,11,446.666528
-5.494859,4,446.717531
0.062374,2,446.735531
-30.684151,9,446.747532
-18.364725,8,446.790039
-26.77386,7,446.827335
-0.237506,2,446.855635
2.074152,1,446.863636
2.934262,1,446.871162
-3.358015,4,446.875162
3.413027,1,446.892162
0.784157,1,446.899338
-38.363568,8,446.906338
-4.360562,4,446.942338
-60.450808,16,446.96634
-86.681562,17,447.037846
-0.941986,2,447.119369
-86.585278,19,447.135369
-13.627814,5,447.218297
-138.195311,22,447.258299
-26.114175,9,447.355808
-3.34147,4,447.392545
-5.713118,4,447.411532
-19.621903,7,447.430649
-6.098709,4,447.464651
-1.262624,2,447.483158
-35.620828,12,447.497158
-16.95794,8,447.549158
-5.105672,6,447.597666
-4.723148,4,447.624668
-5.416379,4,447.642666
-44.390537,12,447.664669
-1.421163,4,447.721205
-83.773373,17,447.744205
-7.010267,5,447.814714
-14.862894,8,447.840714
-80.013142,18,447.884508
2.060281,1,447.959501
-16.949499,9,447.965501
-19.754597,9,448.012006
-24.746458,8,448.058009
-32.536398,11,448.101516
-1.185254,3,448.151516
-11.364131,6,448.169025
1.955718,1,448.170024
-54.916873,15,448.178025
-64.009763,12,448.182024
-3.784997,3,448.183759
-4.135529,5,448.188265
-28.515375,7,448.250672
-18.602796,9,448.28551
0.747713,1,448.320522
-53.353994,10,448.33051
1.36188,1,448.375019
0.072404,1,448.378019
-19.553376,7,448.388019
-27.657674,11,448.420019
-53.107129,15,448.484055
-78.406716,17,448.54953
-19.88184,9,448.622057
-4.024203,4,448.659059
-42.121217,9,448.681567
-28.507475,9,448.724566
-35.179092,11,448.765569
-15.191886,7,448.815075
-41.0063,13,448.850075
1.932294,1,448.904505
-3.489928,5,448.909505
4.150826,1,448.931504
-26.42619,7,448.937505
-0.408981,2,448.971034
-9.100382,6,448.985033
-111.376179,21,449.020033
-19.196135,6,449.114507
-1.687517,3,449.139507
-23.906946,10,449.156509
-4.344018,4,449.198014
-0.591192,2,449.219014
-22.120259,7,449.231014
4.18137,1,449.261524
-7.960934,4,449.269028
-15.095952,7,449.291071
4.014706,1,449.327069
-0.782544,2,449.335071
-59.35668,15,449.35207
-12.283175,6,449.426514
-129.365887,23,449.463773
1.408158,1,449.622783
-41.656146,9,449.630783
-33.74614,9,449.695293
-0.456584,3,449.741293
-1.204169,3,449.759609
-25.102098,7,449.776116
-2.161893,3,449.821116
1.904813,1,449.835116
-3.532415,4,449.844116
-76.187535,17,449.877195
-24.841526,7,449.967704
-87.848261,19,450.009863
-15.714567,7,450.097651
-0.562398,2,450.129611
-16.954618,6,450.141678
-49.942258,10,450.174632
1.744443,1,450.21907
-59.418018,16,450.227715
-79.862535,18,450.305654
-6.578554,5,450.379489
-17.101048,9,450.405489
-25.970168,7,450.442488
-13.519432,6,450.475998
-15.248483,6,450.511999
-9.342005,7,450.541998
-21.993533,9,450.573506
1.02049,1,450.615506
-10.247111,5,450.620506
3.726806,1,450.644506
-5.795348,4,450.648506
-0.531959,2,450.667509
-31.493712,12,450.681015
-0.306586,2,450.731015
0.145701,3,450.746016
1.638567,1,450.762492
-108.072538,21,450.780402
-55.600621,15,450.876195
-29.220649,10,450.940195
-38.812098,12,450.988703
-33.595904,8,451.045703
-8.339778,5,451.083213
-5.443514,5,451.107214
3.641657,1,451.128599
-0.78709,3,451.136603
-4.68931,5,451.149603
-30.200602,8,451.175662
-30.702607,8,451.220116
-30.547717,8,451.270703
-23.075556,7,451.311702
-109.055917,21,451.351702
2.986937,1,451.459809
0.207033,1,451.464809
-67.836673,15,451.480316
-17.386462,8,451.576829
-60.254619,15,451.62883
-10.653178,5,451.71534
2.592292,1,451.741341
-3.644715,3,451.751124
-19.232525,7,451.77015
-65.91079,17,451.82215
2.427562,1,451.919194
-38.282325,12,451.931194
-32.858046,8,451.995183
-7.167551,4,452.036186
-74.089938,16,452.060482
1.860053,1,452.133111
-7.243378,6,452.139111
-118.298907,20,452.176187
-15.542189,6,452.265473
-17.004691,7,452.293176
0.070023,1,452.326176
-30.843972,8,452.333176
1.482385,1,452.367179
1.542591,1,452.372684
-15.621673,6,452.379686
-11.377772,6,452.406684
-14.94437,8,452.434684
-3.559358,4,452.468687
1.61163,1,452.486837
-71.264864,16,452.500837
0.320251,2,452.575884
-2.028225,3,452.585884
-37.507305,13,452.603336
0.896664,1,452.661339
-21.428899,7,452.667351
-157.849059,25,452.70588
-27.78415,10,452.81829
-9.706391,5,452.863292
-40.717205,9,452.890797
-0.060924,3,452.926797
-4.366491,4,452.946798
-30.706602,8,452.975307
-1.013353,2,453.009307
3.829284,1,453.020307
-2.57089,3,453.025307
-107.878977,21,453.051307
-2.00133,3,453.142837
0.280553,2,453.15784
-15.031067,6,453.171346
-6.032653,4,453.207345
1.503818,1,453.225346
-85.290418,17,453.235479
0.579956,1,453.316987
-3.103463,4,453.321987
2.628427,1,453.338987
-11.572056,5,453.347987
0.492573,1,453.369494
2.783829,1,453.377496
-19.368218,6,453.383496
0.21744,2,453.414496
-17.469876,9,453.432666
-5.132419,5,453.480174
-114.70042,22,453.510174
-11.756124,5,453.627712
-80.653257,18,453.659222
-32.697031,12,453.740728
-39.815326,9,453.807239
-164.285912,25,453.856241
-60.21783,16,453.981515
-71.717643,12,454.064519
2.329885,1,454.11707
-30.312758,12,454.12807
-16.643292,8,454.191578
-10.12911,5,454.229729
-26.321991,7,454.254729
3.820394,1,454.287238
-32.503915,8,454.30167
-1.510103,3,454.34961
-13.468798,6,454.369619
-186.912905,27,454.407125
-3.785668,4,454.533526
-8.268345,5,454.554527
-60.353181,15,454.579036
-35.990391,12,454.669065
-2.098482,3,454.730571
-56.421124,15,454.751571
-28.668732,7,454.826079
-31.656936,8,454.866081
-175.859435,26,454.910587
0.093065,1,455.029322
0.124209,1,455.037322
-0.631251,3,455.044322
-10.118678,5,455.064312
-26.642429,11,455.096818
-28.043569,7,455.147818
-12.404232,5,455.177326
-0.298265,2,455.202326
3.66658,1,455.211326
3.437522,1,455.215326
2.079809,1,455.221326
-3.36043,4,455.226326
-1.068828,3,455.246594
-28.144862,7,455.264595
1.498921,1,455.294631
-8.637253,5,455.303626
-124.456997,22,455.334626
-34.036755,8,455.429135
0.465583,2,455.465138
1.256342,1,455.474643
-41.943096,9,455.485643
-0.806386,2,455.523643
-10.29858,7,455.535643
-44.228419,12,455.576152
1.105894,2,455.627165
-4.136134,4,455.637152
-48.80648,15,455.659156
-2.302725,3,455.726669
-17.757468,6,455.745663
-38.580312,12,455.77517
-4.523652,4,455.824132
-19.83305,8,455.847472
-8.468824,6,455.885993
-32.12827,12,455.91798
0.716802,2,455.967983
-7.405108,5,455.980488
-3.649432,4,456.003504
-1.072686,3,456.022488
-2.756698,4,456.040488
-3.213546,5,456.062491
-6.589442,4,456.083997
-1.399514,3,456.10742
-0.893754,2,456.12242
-121.37876,22,456.14042
1.053126,2,456.240709
-1.776441,4,456.250709
-3.531442,3,456.267711
-10.291529,7,456.287797
-7.745447,5,456.326116
-12.518083,7,456.348452
-142.676461,24,456.390612
-7.633929,5,456.502177
-32.760984,11,456.526176
-10.05157,6,456.580242
-0.787369,2,456.607241
-8.048047,6,456.618242
-17.896788,6,456.648242
1.026832,1,456.676322
-122.591907,22,456.688321
0.886908,1,456.784528
-13.538491,5,456.792529
-47.802268,10,456.822529
-8.098611,5,456.867532
-0.134676,3,456.893037
-18.529587,6,456.907037
0.21486,2,456.933038
-88.797971,19,456.949219
-25.980596,7,457.036705
-174.392211,27,457.078214
0.939684,1,457.208891
-98.335049,19,457.220178
-0.43159,3,457.304232
-20.003869,6,457.3177
-28.773254,11,457.3467
1.306596,1,457.393718
-30.509897,12,457.401717
-12.314758,5,457.454135
-8.254507,6,457.477201
-29.175716,9,457.5092
-2.484532,3,457.551195
-6.49297,5,457.569883
-17.023093,6,457.594079
0.831277,1,457.620732
-40.927022,12,457.631732
1.953072,1,457.683613
-0.377103,3,457.687613
-4.330446,4,457.703112
-98.114948,20,457.728941
-16.040209,9,457.816941
-19.407714,8,457.854941
-38.216409,10,457.890979
-35.865495,13,457.942158
-23.621277,10,458.001732
-2.217085,4,458.044732
-19.820076,7,458.066734
-17.770528,6,458.103388
-6.503236,4,458.129866
2.311122,1,458.147231
-19.668187,7,458.156231
-7.353426,5,458.18974
-2.819683,4,458.214238
-33.56662,8,458.234238
3.539884,1,458.267241
-0.38254,2,458.271241
-108.712923,21,458.292727
-1.251108,3,458.383221
-12.834133,6,458.396221
-77.878384,18,458.433221
-63.960589,15,458.511832
0.03786,1,458.574344
-4.258507,5,458.579345
-4.221661,5,458.608345
-4.371386,4,458.63076
2.5536,1,458.648046
-9.825142,5,458.655055
-21.488946,7,458.681578
-52.229479,15,458.719579
-54.559202,15,458.785796
1.107698,1,458.857042
-45.223487,10,458.866042
2.90398,1,458.910548
-20.024799,9,458.921547
-6.371231,5,458.958626
-111.961943,22,458.990711
-13.547218,6,459.084754
-68.872429,18,459.115964
-48.791973,9,459.191602
-36.429231,8,459.233602
-9.576826,5,459.274844
-77.737786,18,459.303235
-8.984684,5,459.379166
2.76059,1,459.399165
-89.419081,17,459.413166
3.409958,1,459.480282
-52.359003,14,459.491325
1.911281,1,459.551325
-0.81844,3,459.555325
-4.481543,5,459.570812
-36.585002,9,459.595384
-22.234645,9,459.64481
-20.449615,7,459.683348
-8.514472,7,459.715348
0.790085,1,459.742348
-18.655009,7,459.751348
0.23784,1,459.781228
2.208441,1,459.787228
-4.037897,4,459.792228
-4.452345,4,459.811229
-51.839244,15,459.835816
-1.049741,2,459.901089
-19.913678,7,459.91209
-17.825245,9,459.94436
0.173324,2,459.983085
-9.691521,5,459.993087
0.553187,1,460.013088
-99.386126,20,460.026087
1.5718,1,460.11078
-108.854423,20,460.121779
1.185107,1,460.20464
-7.643812,5,460.21464
-34.695129,8,460.240508
-0.511964,2,460.276994
-56.972375,15,460.292442
-10.05074,5,460.359044
-34.884653,8,460.383549
0.687616,2,460.416538
-52.880836,15,460.429538
-55.147042,10,460.498475
-49.311848,10,460.546268
-0.083939,3,460.592774
-6.395281,5,460.607524
1.269264,1,460.633817
-13.40785,5,460.638817
0.666571,1,460.664052
-15.303971,6,460.670049
-57.226587,10,460.701265
0.64247,1,460.742669
-54.840308,10,460.753066
-0.092896,2,460.796578
-23.346815,9,460.809578
-14.071082,8,460.850425
-34.615083,8,460.888153
-11.977041,6,460.921856
-38.004349,8,460.955037
-3.602715,4,460.989186
-5.521464,4,461.007334
-38.324813,12,461.028334
-19.913893,7,461.081158
-3.725157,5,461.116158
1.004118,1,461.13516
-19.47234,7,461.143158
-108.354776,21,461.185758
-91.982823,20,461.282711
-60.989258,16,461.36816
-2.958033,4,461.434546
-69.565793,17,461.459548
-11.34497,5,461.534546
-9.545979,5,461.560549
-9.089043,5,461.580206
-49.881412,9,461.610206
-97.69676,19,461.661862
2.350147,1,461.739873
-2.349932,3,461.743872
-71.885392,17,461.768117
-14.897901,7,461.840826
-8.916779,5,461.872237
3.499357,1,461.891743
-49.22903,10,461.901742
-14.744624,7,461.954742
-0.822997,2,461.98176
-111.892297,20,461.997759
-27.852999,11,462.088338
2.646608,1,462.133804
-59.616723,11,462.140803
0.896649,2,462.190539
-61.08885,10,462.203539
-33.119567,9,462.251085
4.307091,1,462.287596
-21.298772,9,462.296596
-48.968902,15,462.343389
0.40287,1,462.407032
0.551079,1,462.410033
-0.375793,2,462.416032
4.442868,1,462.428033
-22.867947,10,462.435033
-19.356128,9,462.485048
-3.095969,3,462.523199
-3.371156,3,462.537155
-101.015175,20,462.56016
-19.190512,9,462.647102
-11.511892,6,462.686183
-58.155912,16,462.719183
-5.839953,5,462.790198
0.1874,1,462.812198
-7.64238,4,462.817198
-51.513736,15,462.842198
-1.662386,3,462.907708
-34.206237,12,462.922708
1.166081,1,462.970711
-14.536138,6,462.984215
-122.073785,21,462.991215
-47.01229,13,462.996217
2.131977,1,462.997216
-28.997748,10,463.000216
-12.570957,5,463.005215
-22.669312,7,463.061232
-5.805574,4,463.094253
-27.788346,8,463.113253
-3.489631,4,463.155253
-43.079345,9,463.177762
-18.39603,7,463.219029
-67.382017,16,463.255029
-107.689334,22,463.343537
-25.816952,7,463.446791
-17.907599,9,463.483301
-5.493208,4,463.524302
-7.931012,5,463.54481
-15.977373,7,463.568815
-1.836743,3,463.605318
-0.844887,2,463.619318
-79.121545,19,463.640318
-3.655232,5,463.731399
-22.760463,9,463.756658
-7.640155,6,463.799218
-27.75392,9,463.831218
-39.638163,9,463.872221
-23.053886,8,463.915314
-18.7435,8,463.954314
-2.389801,3,463.993352
-69.454171,16,464.014352
0.377084,2,464.083682
2.408387,1,464.09267
-37.418226,8,464.104018
-49.01865,14,464.144018
-2.485205,3,464.206545
-16.864905,7,464.222554
-40.560465,9,464.261019
-38.347983,9,464.301525
0.537852,1,464.342525
-29.03058,8,464.348525
-59.771449,16,464.39267
-3.813899,4,464.467897
1.206782,1,464.484403
-48.700847,14,464.495403
2.775576,1,464.569406
-54.159436,10,464.576915
-37.730327,13,464.629917
3.440624,1,464.699157
-18.128784,8,464.706156
-41.227925,9,464.756156
-0.560277,2,464.81667
-31.16595,12,464.835668
-2.87766,4,464.908704
-7.474723,4,464.934705
